# SEU Times,,,,,,,,,
#Time, Latitude (deg), Longitude (deg), Altitude (km), GEO_x (km), GEO_y (km), GEO_z (km), GEO_vx (km/s), GEO_vy (km/s), GEO_vz (km/s)
26/07/2017 15:08,12.291,164.541,1087.02,-7031.092,1944.415,1580.25,1.674631,-1.102738,6.816492
28/07/2017 23:16,67.593,-166.558,361.3,-2505.432,-598.798,6207.936,-5.728228,-4.520645,-2.94413
30/07/2017 15:23,26.912,155.271,870.31,-5874.324,2705.449,3263.405,3.043307,-2.308799,6.249603
01/08/2017 5:50,-45.503,-78.365,1315.64,1089.09,-5289.002,-5465.15,2.091964,-4.415594,4.835713
03/08/2017 1:26,-79.606,-127.417,1248.71,-838.377,-1095.869,-7479.972,6.813656,-0.922019,-0.909839
05/08/2017 22:26,-48.688,-137.374,1056.34,-3617.137,-3329.104,-5561.136,4.547811,2.35641,-4.962547
07/08/2017 14:10,52.122,164.726,493.7,-4078.078,1113.615,5400.822,5.521008,-3.242317,4.318296
09/08/2017 8:23,61.346,-107.017,416.05,-955.798,-3122.873,5939.019,4.179718,5.701578,3.31418
11/08/2017 14:31,77.059,-83.883,335.8,160.713,-1499.535,6521.528,6.010016,-4.973417,-1.227021
13/08/2017 13:26,22.288,155.546,576.6,-5860.482,2665.043,2622.617,2.655154,-2.12143,6.836352
15/08/2017 12:31,-11.475,159.743,808.88,-6608.508,2438.862,-1421.512,-1.119326,-0.307297,7.297395
17/08/2017 1:27,-50.007,-46.295,1111.76,3331.576,-3485.698,-5715.044,4.477718,-2.678767,4.778983
19/08/2017 8:28,-2.956,35.125,978.15,6008.766,4226.895,-377.144,-0.256577,0.559096,-7.188871
21/08/2017 9:54,-78.315,139.268,1243.75,-1172.925,1010.032,-7442.119,-6.732751,-1.196586,1.186526
23/08/2017 4:47,71.962,-68.688,347.33,759.071,-1945.76,6372.621,1.238825,7.449638,2.263653
25/08/2017 21:07,50.561,-179.288,682.03,-4492.818,-55.801,5429.364,-5.961593,-1.611746,-4.289991
27/08/2017 10:10,63,-25.239,617.36,2879.683,-1357.491,6210.05,7.003907,-0.648312,-2.845947
29/08/2017 15:53,52.406,94.373,339.49,-313.085,4094.434,5299.472,-1.278078,-6.135478,4.798413
31/08/2017 17:07,54.761,-132.972,788.04,-2824.015,-3031.394,5829.745,-2.938023,-5.679083,-3.738937
02/09/2017 17:50,74.729,80.527,484.12,298.342,1787.906,6597.904,-5.410752,-5.135177,2.033708
04/09/2017 17:18,50.03,-141.735,929.13,-3691.976,-2912.073,5576.965,-3.622156,-4.690788,-4.194817
06/09/2017 18:03,80.862,134.447,666.17,-785.672,800.996,6933.266,-6.285897,-4.145181,0.267309
08/09/2017 6:02,-22.237,34.746,1306.66,5847.177,4055.754,-2893.208,-2.559209,-0.972889,-6.318628
10/09/2017 23:26,52.182,112.833,1059.79,-1772.927,4210.739,5852.465,-3.615853,4.717882,-3.932348
12/09/2017 3:37,18.543,-117.602,342.84,-2953.316,-5648.659,2124.449,1.839963,1.683161,7.485893
14/09/2017 22:02,24.427,133.293,1280.87,-4784.195,5078.103,3151.044,-2.548492,1.694857,-6.196443
16/09/2017 20:30,-10.939,-25.181,325.59,5957.103,-2800.794,-1264.21,1.685635,0.084079,7.727519
18/09/2017 20:27,35.734,146.862,1282.23,-5211.787,3402.446,4453.168,-3.938197,1.504498,-5.472365
20/09/2017 1:16,10.013,77.135,1296.04,1682.814,7368.204,1326.992,-0.300306,1.193697,-6.786722
22/09/2017 2:11,9.276,59.304,1279.24,3858.091,6498.876,1227.514,0.007746,1.107076,-6.824672
24/09/2017 19:30,78.592,27.005,1032.21,1309.583,667.416,7242.155,-6.331104,3.054153,1.320345
26/09/2017 11:15,-80.154,30.232,481,1016.479,592.357,-6736.424,-0.893521,7.629162,0.906999
28/09/2017 8:53,-62.995,109.57,367.44,-1028.553,2893.293,-5987.098,-4.556582,5.335671,3.544335
30/09/2017 23:37,18.553,-95.807,634.18,-672.797,-6615.817,2218.264,0.967179,1.839051,7.28128
02/10/2017 0:57,25.81,-116.555,718.71,-2857.869,-5718.133,3073.046,1.993294,2.096714,6.899796
04/10/2017 12:45,5.065,-123.665,1047.12,-4100.151,-6155.966,651.742,0.384307,-0.495096,-7.11672
06/10/2017 10:38,-69.801,-69.559,444.86,825.027,-2213.607,-6380.919,0.834356,7.431112,-2.127426
08/10/2017 3:04,-61.934,32.281,461.11,2727.094,1722.744,-6011.937,-6.898319,-1.562453,-3.18467
10/10/2017 9:29,-10.237,92.696,623.49,-324.139,6883.218,-1236.814,-0.797739,1.761391,7.332835
12/10/2017 16:59,-44.505,-31.762,452.15,4148.114,-2568.157,-4765.254,5.462933,-1.780242,5.22715
14/10/2017 21:10,-63.419,-108.526,399.55,-966.019,-2882.851,-6038.364,0.269929,-7.176148,3.107721
16/10/2017 0:35,30.234,-138.36,1092.99,-4827.444,-4292.092,3743.122,2.930422,1.499356,6.286273
18/10/2017 12:35,-48.453,-138.389,386.28,-3360.336,-2984.562,-5039.492,5.421949,2.75977,-4.945169
20/10/2017 2:10,-17.038,-178.319,799.84,-6861.735,-201.368,-2091.241,-2.599739,-0.796745,6.879129
22/10/2017 19:12,6.941,102.274,620.93,-1477.081,6789.26,840.673,-0.776709,0.279201,-7.541165
24/10/2017 2:03,-66.464,156.763,517.4,-2536.798,1089.207,-6299.162,-7.277825,0.041045,2.498225
26/10/2017 0:49,-3.301,13.189,485.43,6671.522,1563.381,-392.737,-0.968985,0.515734,-7.654254
28/10/2017 9:13,-3.742,61.298,1104.08,3585.723,6548.976,-485.5,-0.101456,1.018575,7.012442
30/10/2017 17:34,44.446,102.816,745.58,-1129.799,4966.312,4965.679,-2.297292,4.355034,-5.592894
01/11/2017 7:31,-31.046,74.055,986.06,1734.637,6071.243,-3778.777,0.282785,4.145375,5.884802
03/11/2017 3:07,-78.342,91.818,620.3,-45.007,1417.573,-6832.271,-5.954897,4.664453,0.528023
05/11/2017 19:04,-67.438,99.517,481.49,-436.35,2602.658,-6311.952,-1.878474,-6.83671,-3.089449
07/11/2017 19:21,70.901,41.49,789.13,1761.341,1557.772,6750.381,2.268226,6.536059,-2.635352
09/11/2017 20:32,8.625,45.518,348.02,4659.946,4744.995,1002.319,0.153538,1.262547,-7.780575
11/11/2017 7:17,29.314,67.818,1261.41,2516.656,6172.456,3721.825,-2.048949,-2.98272,5.908372
13/11/2017 10:11,80.212,128.494,762.72,-757.805,952.894,7015.228,-7.083375,-2.006248,-1.007738
15/11/2017 5:53,61.953,93.025,976.79,-182.937,3461.279,6468.126,-1.830969,-6.377678,2.819119
17/11/2017 13:22,31.014,-35.704,1158.97,5249.435,-3772.644,3864.379,-2.670816,2.934791,5.802427
19/11/2017 7:55,62.222,-160.453,469.78,-3014.897,-1070.423,6035.719,-5.169475,-4.36704,-3.770884
21/11/2017 8:07,-24.891,25.652,1310.4,6290.014,3020.754,-3219.706,2.301901,1.873344,6.208054
23/11/2017 18:48,-80.992,138.882,1059.31,-879.756,767.945,-7324.072,-5.098125,-4.962739,-0.354465
25/11/2017 22:57,-64.123,-2.807,897.68,3179.211,-155.852,-6523.384,-5.825971,2.688838,-3.460969
27/11/2017 14:01,-56.865,-85.161,1298.38,354.631,-4189.268,-6404.974,2.158758,-5.501063,3.537339
29/11/2017 2:30,2.735,-82.048,434.18,941.407,-6739.168,322.993,0.827503,-0.608005,-7.720274
01/12/2017 15:39,-80.26,-171.143,1235.06,-1276.052,-198.844,-7481.791,-1.688708,-6.736346,0.17814
03/12/2017 10:46,66.222,124.772,338.05,-1548.491,2230.279,6123.337,-6.182045,3.839515,-3.055676
05/12/2017 23:42,5.813,-54.456,535.03,3998.263,-5596.285,695.914,1.287489,-0.568406,-7.547955
07/12/2017 17:15,32.54,-134.529,675,-4173.356,-4242.485,3774.18,3.79151,2.464665,6.016687
09/12/2017 20:02,75.501,-148.477,374.56,-1445.433,-886.552,6515.633,7.677963,-0.943001,1.344636
11/12/2017 16:49,-71.486,-170.047,1322.67,-2414.548,-423.724,-7279.924,-5.063253,-4.178254,1.995269
13/12/2017 12:51,-37.401,-92.874,1127.06,-299.26,-5960.941,-4537.383,0.771735,-3.961265,5.792891
15/12/2017 21:31,-17.094,-37.953,959.54,5531.69,-4314.505,-2144.767,-0.872068,1.54662,-7.010155
17/12/2017 19:57,18.638,161.881,557.32,-6247.816,2044.387,2203.566,2.461962,-1.642621,7.058106
19/12/2017 6:59,-57.934,-24.246,1165.56,3659.108,-1647.981,-6369.568,5.790301,-0.638192,3.9146
21/12/2017 3:46,23.153,-148.934,740.04,-5608.753,-3378.908,2783.277,-2.472168,-2.426436,-6.605218
23/12/2017 8:53,-35.004,-52.678,876.56,3606.334,-4730.274,-4141.017,3.029633,-2.365403,6.223826
25/12/2017 12:30,-20.441,78.441,1190.47,1421.584,6950.601,-2629.221,-1.075604,-1.943327,-6.637202
27/12/2017 2:20,-12.674,42.37,593.93,5026.239,4584.802,-1520.512,0.380799,1.343734,7.484992
29/12/2017 8:17,-10.418,-51.081,531.25,4269.509,-5287.645,-1241.826,1.165014,-0.268804,7.588228
31/12/2017 13:47,-75.295,80.515,1215.24,318.473,1906.16,-7322.654,-5.037237,-4.680688,-1.119716
02/01/2018 1:02,-48.315,-118.017,1306.66,-2404.336,-4518.744,-5716.092,3.515614,3.915024,-4.432843
04/01/2018 19:33,35.578,134.941,328.32,-3857.076,3865.083,3881.256,2.36593,-3.979807,6.406717
06/01/2018 15:37,80.387,-65.213,627.11,491.934,-1065.263,6885.197,7.56072,0.457047,0.016382
08/01/2018 7:31,-38.589,-65.405,538.83,2252.954,-4921.935,-4292.867,2.86637,-3.490433,6.201989
10/01/2018 7:09,64.507,-37.3,506.31,2363.036,-1800.147,6191.275,-3.477551,5.923247,3.493875
12/01/2018 8:27,25.895,95.234,1212.62,-623.231,6803.797,3298.178,-1.024038,3.191322,-6.118443
14/01/2018 7:48,-0.542,105.576,1302.43,-2062.209,7398.181,-72.257,-0.49809,-0.191927,-6.869251
16/01/2018 17:57,1.679,128.491,327.13,-4171.539,5245.998,195.205,-0.489859,-0.607306,7.868023
18/01/2018 12:01,-17.062,-149.015,329.61,-5498.98,-3302.152,-1956.095,-1.483867,-1.869272,7.534631
20/01/2018 12:37,-78.944,146.667,616.65,-1123.979,739.238,-6843.211,-6.936368,-2.774916,1.315091
22/01/2018 3:34,-41.611,-34.851,363.57,4142.241,-2884.45,-4454.876,4.838615,-1.795504,5.934576
24/01/2018 21:56,74.566,-162.96,1131.95,-1916.007,-587.242,7217.171,-4.228363,-5.516857,-1.178008
26/01/2018 7:48,47.341,71.225,1288.35,1674.585,4926.091,5614.964,0.465198,5.194944,-4.514495
28/01/2018 7:51,-49.034,-114.144,346.75,-1806.628,-4030.502,-5054.897,-0.916787,-5.896805,5.150973
30/01/2018 1:39,-48.913,176.398,761.61,-4691.011,295.265,-5358.221,5.699879,-1.800974,-4.418245
01/02/2018 23:30,43.503,20.886,843.2,4900.608,1869.996,4948.661,-4.732369,-0.505695,5.599004
03/02/2018 11:30,18.281,6.138,1178.73,7136.332,767.462,2357.624,1.80245,0.841349,-6.722487
05/02/2018 21:54,45.625,37.548,959.22,4074.439,3131.88,5221.823,-4.519649,-1.890325,5.315073
07/02/2018 22:15,-72.07,-10.356,348.67,2042.975,-373.321,-6377.852,7.100847,2.649839,2.157491
09/02/2018 23:16,-41.315,-8.408,412.85,5052.756,-746.885,-4461.328,5.409075,0.482028,5.612953
11/02/2018 19:34,59.822,67.098,1194.45,1484.54,3513.981,6523.102,-3.963076,-4.451212,3.650507
13/02/2018 22:12,71.435,35.599,1280.79,1987.684,1422.978,7238.071,-6.539293,-0.685859,2.098453
15/02/2018 22:08,-41.28,-167.407,463.4,-5024.514,-1122.451,-4491.575,5.43839,-0.067791,-5.526917
17/02/2018 19:13,46.354,-145.195,1096.17,-4242.215,-2948.942,5385.721,-3.195427,-3.737911,-5.106294
19/02/2018 3:13,51.845,90.084,1110.05,-6.762,4634.344,5865.015,-1.478162,5.181882,-4.583744
21/02/2018 12:34,45.827,-52.591,1008.12,3131.44,-4094.401,5274.941,3.86891,-3.001309,-5.249023
23/02/2018 13:48,-35.317,-59.634,386.96,2793.451,-4767.832,-3890.355,-1.395158,4.584224,-6.203644
25/02/2018 23:49,14.034,-38.772,1152.48,5696.871,-4575.898,1816.088,-0.676802,1.330945,6.87653
27/02/2018 18:48,-7.088,-148.459,452.34,-5777.163,-3545.944,-837.64,1.492474,0.045498,-7.622634
01/03/2018 16:52,-42.255,47.441,799.91,3598.208,3918.702,-4804.46,2.678379,4.673107,5.064741
03/03/2018 17:55,-7.515,34.624,1121.11,6118.432,4224.573,-975.225,0.722571,1.210071,6.926367
05/03/2018 8:40,-8.975,169.746,1143.49,-7311.372,1322.611,-1166.866,-1.51617,-0.32136,6.873402
07/03/2018 22:36,-77.67,-176.79,523.3,-1475.778,-82.775,-6720.407,5.381973,-5.269557,-1.532803
09/03/2018 15:26,-18.073,58.059,1166.61,3795.619,6088.199,-2327.964,0.759471,2.437981,6.541525
11/03/2018 9:39,-2.69,143.768,1264.5,-6158.028,4512.282,-356.63,-0.720054,-0.143166,6.887557
13/03/2018 11:08,60.741,-78.688,656.18,675.971,-3379.109,6113.754,3.323862,-5.494962,-3.9579
15/03/2018 23:30,52.879,-60.787,1120.05,2212.573,-3956.769,5955.516,-1.464154,5.730159,3.862825
17/03/2018 12:46,80.998,178.391,788.82,-1124.278,31.582,7057.033,-0.538528,-7.360502,-0.566572
19/03/2018 4:01,-27.745,37.766,396.55,4743.01,3674.611,-3136.093,-3.238337,-1.294956,-7.008383
21/03/2018 3:33,-72.739,-174.613,1013.51,-2189.393,-206.472,-7036.523,-5.640408,-4.199657,1.396526
23/03/2018 16:29,-24.747,12.669,1301.78,6808.165,1530.362,-3198.57,2.68903,1.313936,6.203987
25/03/2018 13:30,-56.402,-108.37,714.87,-1239.553,-3732.805,-5884.785,3.557873,4.861484,-4.436091
27/03/2018 21:45,2.819,-70.286,1212.88,2557.51,-7137.518,371.238,0.311285,0.770161,6.927454
29/03/2018 4:25,69.147,-148.802,668.46,-2151.344,-1302.813,6562.491,7.231878,0.698302,1.977829
31/03/2018 9:51,-27.816,95.839,1295.96,-690.934,6756.23,-3563.244,-1.049341,2.996958,6.118384
02/04/2018 17:28,-29.907,-23.347,1285.51,6103.424,-2634.498,-3802.391,3.31622,-0.586467,6.026063
04/04/2018 1:12,-79.484,164.787,1230.24,-1343.611,365.389,-7458.855,-5.051619,-4.75851,0.387423
06/04/2018 2:22,-26.958,-163.217,1236.8,-6502.13,-1961.009,-3434.748,-2.556359,-1.542434,6.277717
08/04/2018 13:05,-74.853,-0.047,1307.24,2013.387,-1.652,-7396.323,5.419027,4.011128,1.345105
10/04/2018 6:22,78.475,-97.79,346.06,-182.651,-1335.191,6566.818,5.407271,-5.625048,-1.119771
12/04/2018 2:33,-6.991,7.566,700.94,6965.581,925.258,-856.452,-0.483187,0.621802,-7.457981
14/04/2018 6:16,61.473,143.292,418.52,-2608.561,1944.951,5948.393,3.95426,-5.864671,3.292861
16/04/2018 15:10,-25.711,-16.131,1028.1,6413.717,-1855.027,-3196.292,2.771728,-0.002355,6.601767
18/04/2018 12:37,-33.047,16.568,1046.31,5970.049,1776.089,-4028.964,3.073828,1.843851,6.175929
20/04/2018 1:53,4.191,-178.767,684.39,-7042.129,-151.548,513.004,1.061973,-0.652811,7.412859
22/04/2018 1:44,14.454,-3.756,759.84,6898.495,-452.833,1771.295,2.374441,0.553215,-7.026114
24/04/2018 20:24,-6.606,-108.102,662,-2173.022,-6647.523,-804.997,0.542177,-0.556481,7.500416
26/04/2018 15:26,-18.433,146.998,1138.79,-5982.323,3885.293,-2364.027,1.200241,-1.559388,-6.769211
28/04/2018 4:09,53.517,-62.302,590.55,1929.757,-3675.994,5579.761,4.409919,-4.711053,-4.04176
30/04/2018 20:41,-44.822,65.787,1309.96,2239.594,4980.358,-5396.706,-2.973453,-3.842639,-4.866007
02/05/2018 0:31,52.42,-171.361,329.44,-4052.447,-615.716,5292.511,6.265826,-0.812149,4.745072
04/05/2018 8:50,-25.957,-128.193,1285.18,-4262.629,-5418.134,-3337.35,2.331526,1.811223,-6.240583
06/05/2018 20:20,-48.485,-140.536,739.45,-3648.315,-3003.552,-5306.466,-3.041218,-4.353841,5.232693
08/05/2018 17:02,23.002,91.572,1086.37,-188.624,6871.415,2901.455,-0.802928,3.099712,-6.338246
10/05/2018 6:48,-66.939,43.991,825.62,2035.226,1964.75,-6605.422,2.446009,6.191586,3.146633
12/05/2018 21:23,-12.587,-160.217,381.02,-6208.323,-2233.013,-1463.886,-1.087515,-1.228953,7.671696
14/05/2018 14:21,66.59,102.493,868.95,-624.395,2818.195,6627.8,-4.016829,5.689292,-2.2478
16/05/2018 20:46,-28.778,28.025,1259.33,5913.072,3147.364,-3658.596,-3.424265,-0.959342,-5.946229
18/05/2018 21:25,9.487,7.595,1289.18,7496.672,999.624,1256.805,1.130816,0.71176,-6.770588
20/05/2018 10:12,62.644,156.462,1043.05,-3133.575,1364.982,6568.242,-6.577162,0.463879,-2.73857
22/05/2018 16:12,45.611,70.344,1202.38,1786.309,5000.992,5394.306,0.596201,5.209021,-4.610675
24/05/2018 13:04,-4.787,-57.695,333.57,3574.449,-5653.193,-556.593,1.04707,-0.225186,7.825039
26/05/2018 22:40,69.571,179.207,831.69,-2522.917,34.936,6733.874,5.995297,-3.218632,2.795865
28/05/2018 19:09,-22.889,26.952,1092.38,6137.429,3120.701,-2890.296,-3.080129,-0.764403,-6.345522
30/05/2018 17:25,21.558,-131.156,520.27,-4224.099,-4832.617,2520.179,2.214474,1.261014,7.257418
01/06/2018 19:32,-76.109,149.567,440.88,-1415.701,831.672,-6597.635,-7.446772,-1.404195,1.74434
03/06/2018 23:57,-30.57,113.212,349.82,-2285.004,5328.317,-3402.819,-2.545461,3.341594,6.666009
05/06/2018 6:09,-59.049,7.72,348.75,3436.345,465.863,-5745.832,6.095229,3.009321,3.984413
07/06/2018 4:49,-8.469,-139.719,989.28,-5559.52,-4711.679,-1078.801,1.540216,0.49494,-7.015778
09/06/2018 17:55,-68.528,173.74,349.03,-2454.536,269.24,-6237.705,-6.978545,-2.466645,2.699559
11/06/2018 18:29,-41.483,12.886,615.02,5113.863,1169.949,-4610.136,-5.422997,0.005243,-5.307822
13/06/2018 12:20,13.39,91.338,1015.9,-167.98,7192.207,1702.634,-0.668743,1.203849,-7.039111
15/06/2018 11:41,-24.014,103.335,661.68,-1483.89,6260.285,-2848.922,-0.010911,-3.568347,-6.641648
17/06/2018 9:41,-31.962,-60.25,513.38,2903.819,-5080.565,-3628.589,3.036743,-3.287511,6.264298
19/06/2018 21:11,74.527,162.801,1298.44,-1961.491,607.138,7376.27,4.016704,-5.3581,1.590076
21/06/2018 19:06,17.195,-27.579,847.26,6119.738,-3196.46,2123.917,1.813942,-0.146527,-7.116084
23/06/2018 14:01,-9.664,-133.758,818.28,-4906.883,-5124.434,-1201.029,-0.705196,-1.696251,7.143076
25/06/2018 0:57,-65.913,-98.444,346.96,-404.104,-2722.118,-6116.751,3.800322,6.226449,-2.982959
27/06/2018 20:25,-80.928,24.989,390.19,970.237,452.197,-6662.023,-4.239684,6.573963,-0.390604
29/06/2018 11:00,-47.572,91.262,346.49,-100.082,4543.597,-4940.684,-1.385671,-5.78572,-5.170429
01/07/2018 4:33,74.074,140.884,1114.05,-1599.231,1300.421,7182.514,-6.76604,0.457031,-1.986349
03/07/2018 7:11,56.985,116.723,914.82,-1790.552,3556.492,6092.114,-4.146045,4.202255,-4.245182
05/07/2018 16:35,28.593,-20.094,611.22,5767.417,-2109.909,3326.909,3.29781,-0.230841,-6.835708
07/07/2018 0:07,55.041,62.155,1270.53,2050.885,3882.487,6245.258,-4.020545,-4.211015,3.726602
09/07/2018 2:52,78.538,132.341,984.1,-988.113,1084.375,7193.63,-7.0458,-0.587321,-1.350637
11/07/2018 7:15,47.082,103.621,633.96,-1126.3,4648.233,5112.222,-2.563897,4.623325,-5.41435
13/07/2018 21:17,68.051,100.84,1087.91,-526.133,2747.674,6902.264,-1.577941,-6.599541,2.066212
15/07/2018 17:55,-78.191,-6.411,646.9,1432.89,-161.006,-6854.536,-4.05509,6.195644,-1.481717
17/07/2018 23:17,42.554,-148.966,469.49,-4328.419,-2604.239,4608.629,-3.509473,-3.617087,-5.882077
19/07/2018 13:01,-64.313,170.999,1001.09,-3166.602,501.624,-6627.09,-6.58108,-1.366069,2.529626
21/07/2018 13:43,-78.256,45.138,784.17,1031.268,1036.245,-6990.581,-7.221771,0.714262,-1.475771
23/07/2018 13:13,-29.242,173.987,1276.31,-6646.656,700.106,-3720.844,-3.534627,-0.397839,5.925473
25/07/2018 12:36,11.227,-173.865,1227.44,-7418.103,-797.296,1472.628,1.639791,-0.405614,6.752985
27/07/2018 13:00,-72.524,144.21,1112.04,-1829.383,1318.919,-7122.193,-6.889753,0.592146,1.462813
29/07/2018 19:38,67.583,92.718,710.5,-128.51,2707.135,6530.331,-2.579652,-6.680757,2.17286
31/07/2018 22:52,-54.974,-149.636,807.78,-3565.702,-2088.994,-5861.218,5.669353,1.321578,-4.539766
02/08/2018 9:47,48.895,20.181,332.99,4148.79,1524.884,5033.811,4.868749,3.46523,-5.16215
04/08/2018 15:07,2.36,126.696,1108.41,-4469.95,5997.783,306.589,-0.056239,-0.886003,7.023538
06/08/2018 7:23,-27.544,-125.815,1255.96,-3963.32,-5492.195,-3512.535,-1.145563,-2.857569,6.209827
08/08/2018 7:14,53.119,44.821,328.53,2860.832,2842.974,5341.326,3.115988,5.610626,-4.609422
10/08/2018 12:09,-78.64,107.032,1288.25,-443.495,1447.677,-7494.422,-6.41409,2.42851,0.677143
12/08/2018 14:04,30.247,-59.347,418.86,2995.957,-5055.267,3405.062,2.978689,-3.070292,-6.524563
14/08/2018 13:11,35.964,-51.562,419.39,3423.986,-4314.186,3971.245,3.846314,-3.045501,-6.065225
16/08/2018 23:26,-19.26,-26.625,1006.37,6233.888,-3125.167,-2422.546,2.01845,-0.236905,6.887587
18/08/2018 3:54,-49.821,-103.759,1210.02,-1166.272,-4763.075,-5774.457,0.119005,-5.196522,4.647786
20/08/2018 15:16,38.944,98.84,466.09,-819.082,5266.44,4280.432,-0.387662,-5.209749,5.723697
22/08/2018 23:52,-77.664,-175.8,1319.07,-1644.466,-120.773,-7497.637,4.983103,-4.607697,-1.007681
24/08/2018 17:40,-22.932,-128.781,1091.17,-4310.511,-5364.796,-2894.969,2.036884,1.392287,-6.652367
26/08/2018 13:34,-46.735,-65.361,1267,2187.72,-4769.729,-5544.277,-0.900937,4.877271,-4.82116
28/08/2018 8:50,61.191,-24.276,503.01,3029.995,-1366.536,6006.379,6.981297,-0.64929,-3.201205
30/08/2018 9:39,66.448,-45.113,505.89,1946.27,-1953.943,6287.855,6.747859,-2.754332,-2.496955
01/09/2018 22:28,23.372,134.72,902.59,-4704.875,4751.044,2872.639,-2.873105,1.813253,-6.44618
03/09/2018 21:29,52.918,137.427,702.78,-3150.176,2894.001,5625.707,-5.61405,2.921406,-4.011133
05/09/2018 16:04,-41.618,-124.779,1306.49,-3281.037,-4724.447,-5081.684,3.425301,3.113101,-5.088611
07/09/2018 21:34,33.4,134.178,963.76,-4275.268,4399.759,4021.566,-3.667429,2.45606,-5.717315
09/09/2018 22:12,73.984,93.116,664.02,-105.907,1945.547,6746.695,-4.487581,5.916111,-1.265334
11/09/2018 20:18,-48.905,161.482,1249.24,-4761.505,1594.847,-5725.102,4.58036,-2.90802,-4.317529
13/09/2018 9:12,-19.427,-42.229,1297.08,5361.305,-4866.248,-2539.458,-1.264008,1.997449,-6.473192
15/09/2018 11:08,79.288,157.93,640.14,-1212.438,491.59,6874.246,1.306946,-7.339702,1.242108
17/09/2018 19:06,16.699,154.416,1251.15,-6592.61,3156.342,2180.437,-2.216999,0.381352,-6.561649
19/09/2018 8:56,-33.727,120.266,408.61,-2847.633,4879.861,-3748.186,-2.958181,2.943918,6.604486
21/09/2018 17:59,-77.886,-61.56,681.01,707.546,-1306.386,-6880.134,7.171433,-1.625832,1.545526
23/09/2018 11:33,7.312,-102.329,1290.24,-1624.21,-7430.931,970.555,0.354568,-0.941814,-6.824932
25/09/2018 8:04,-29.274,122.148,341.72,-3121.421,4966.742,-3267.486,-2.819226,2.605115,6.889948
27/09/2018 10:56,55.197,93.023,690.33,-213.217,4037.04,5780.744,-1.47614,-5.768988,4.568464
29/09/2018 2:47,-74.39,164.331,498.36,-1786.74,501.201,-6600.782,-6.955831,-2.597753,2.082731
01/10/2018 8:30,-63.899,-52.596,718.29,1901.098,-2486.151,-6349.807,-2.026099,6.681308,-2.670391
03/10/2018 9:57,34.211,88.717,652.5,130.27,5818.279,3932.683,-1.10011,-3.760766,6.450463
05/10/2018 0:26,-24.267,-141.856,356.69,-4831.212,-3794.211,-2751.895,-2.069632,-2.790411,7.062125
07/10/2018 4:07,-38.182,-10.397,789.1,5547.629,-1017.846,-4409.148,-4.619864,1.93964,-5.449136
09/10/2018 6:14,39.814,-61.083,1269.39,2843.707,-5147.73,4874.978,2.931306,-3.247114,-5.355479
11/10/2018 20:35,31.391,80.536,1203.01,1064.892,6388.331,3929.566,-0.256677,3.456223,-6.060915
13/10/2018 14:08,45.798,8.506,997.95,5093.571,761.788,5265.028,-4.872016,0.536,5.254865
15/10/2018 6:53,67.832,-98.247,1296.54,-416.35,-2872.709,7084.776,1.807313,-6.176589,-2.44308
17/10/2018 23:56,-11.153,-158.496,627.86,-6395.957,-2519.936,-1347.039,-1.512542,-1.366839,7.29527
19/10/2018 6:11,-24.247,102.983,561.98,-1422.369,6169.307,-2834.089,-1.625438,3.215844,6.742526
21/10/2018 12:19,32.237,16.101,1066.5,6054.984,1747.839,3951.55,-3.515595,-0.109858,6.188394
23/10/2018 17:44,-65.872,-96.048,411.12,-293.182,-2767.152,-6173.303,2.081084,-7.005281,2.749453
25/10/2018 16:35,-41.149,125.945,406.96,-3003.2,4141.944,-4442.701,2.063557,-4.999608,-5.639069
27/10/2018 10:24,20.842,-156.154,781.82,-6122.498,-2706.279,2533.276,-1.651244,-1.564138,-7.053833
29/10/2018 18:38,-38.525,-108.344,689.25,-1742.132,-5254.302,-4380.484,-0.513977,-5.076848,5.506912
31/10/2018 11:39,76.935,43.198,1258.08,1261.796,1184.821,7416.637,-6.853367,0.029345,0.962496
02/11/2018 17:10,11.541,-85.092,1163.35,632.265,-7362.752,1500.428,0.499867,1.131131,6.913411
04/11/2018 11:47,64.858,150.46,972.56,-2723.59,1543.439,6631.411,-6.35941,0.791491,-3.302677
06/11/2018 23:18,-71.548,20.52,422.34,2021.619,756.651,-6428.523,-7.295311,1.243419,-2.449222
08/11/2018 17:11,-22.089,84.325,337.92,615.659,6195.4,-2510.588,-1.186137,-2.919505,-7.234599
10/11/2018 2:11,56.787,136.768,1233.05,-3043.498,2861.188,6344.587,3.028181,-5.181176,3.501112
12/11/2018 3:06,73.078,136.259,1096.32,-1575.962,1508.155,7128.629,1.70963,-6.731681,1.387758
14/11/2018 23:11,-66.896,-0.397,515.76,2712.271,-18.807,-6318.244,-6.362341,2.93452,-3.175575
16/11/2018 5:30,-67.945,-96.311,547.12,-286.609,-2591.475,-6395.892,3.702383,5.972809,-3.044127
18/11/2018 0:37,77.945,-97.54,774.12,-196.569,-1485.064,6972.711,4.81117,-5.429666,-1.53286
20/11/2018 6:04,14.062,46.205,1272.81,5137.247,5357.981,1848.92,-1.662231,-0.8851,6.653379
22/11/2018 11:30,-67.31,-64.359,1022.6,1238.438,-2580.029,-6805.281,5.160915,-4.469984,2.149291
